           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000   -0.000000   -1.570796   -1.642237    0.000000       -3.284473        1.000000    0.000000    0.000000    0.819741   17.856055
    0.009804    0.172530   -1.270690   -1.857053    0.000000       -3.570506        1.000000    0.000000    0.001211    0.819741   17.856055
    0.019608    0.327147   -0.900297   -2.401376    0.000000       -4.300760        1.000000    0.359839    0.018874    0.819741   17.856055
    0.029412    0.435912   -0.447130   -2.628112    0.000000       -4.696632        1.000000    0.839311    0.083922    0.819741   17.856055
    0.039216    0.476482   -0.050649   -1.730045    0.000000       -3.826070        1.000000    1.363408    0.197473    0.819741   17.856055
    0.049020    0.465582    0.138356   -0.474545    0.000000       -2.601871        1.000000    1.875515    0.320504    0.819741   17.856055
    0.058824    0.438801    0.147064    0.271528    0.000000       -1.982809        1.000000    2.358166    0.431717    0.819741   17.856055
    0.068627    0.418845    0.075976    0.463770    0.000000       -1.916859        1.000000    2.818866    0.531689    0.819741   17.856055
    0.078431    0.412200    0.004249    0.321699    0.000000       -2.104285        1.000000    3.272258    0.626077    0.819741   17.856055
    0.088235    0.415200   -0.031755    0.092413    0.000000       -2.314850        1.000000    3.728949    0.719946    0.819741   17.856055
    0.098039    0.421239   -0.032723   -0.062202    0.000000       -2.434881        1.000000    4.192283    0.816079    0.819741   17.856055
    0.107843    0.425674   -0.016785   -0.102858    0.000000       -2.451744        1.000000    4.660494    0.914774    0.819741   17.856055
    0.117647    0.427146   -0.001037   -0.069801    0.000000       -2.410917        1.000000    5.130326    1.014876    0.819741   17.856055
    0.127451    0.426521    0.006701   -0.019535    0.000000       -2.364034        1.000000    5.599469    1.115125    0.819741   17.856055
    0.137255    0.425248    0.006876    0.013326    0.000000       -2.338185        1.000000    6.067212    1.214874    0.819741   17.856055
    0.147059    0.424320    0.003494    0.021725    0.000000       -2.334975        1.000000    6.533934    1.314086    0.819741   17.856055
    0.156863    0.424017    0.000176    0.014664    0.000000       -2.343732        1.000000    7.000324    1.413012    0.819741   17.856055
    0.166667    0.424155   -0.001442    0.004029    0.000000       -2.353596        1.000000    7.466865    1.511912    0.819741   17.856055
    0.176471    0.424427   -0.001463   -0.002902    0.000000       -2.359015        1.000000    7.933706    1.610918    0.819741   17.856055
    0.186275    0.424624   -0.000736   -0.004636    0.000000       -2.359659        1.000000    8.400763    1.710039    0.819741   17.856055
    0.196078    0.424687   -0.000031   -0.003101    0.000000       -2.357775        1.000000    8.867889    1.809221    0.819741   17.856055
