           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000    0.000000   -1.570796   -1.065958    0.000000       -2.131916        1.000000    0.000000    0.000000    0.412318    6.106206
    0.009804    0.059824   -1.506952   -1.067514    0.000000       -2.133990        1.000000    0.000000    0.000011    0.412318    6.106206
    0.019608    0.119404   -1.442920   -1.072267    0.000000       -2.140309        1.000000    0.044913    0.000171    0.412318    6.106206
    0.029412    0.178493   -1.378501   -1.080464    0.000000       -2.151159        1.000000    0.112052    0.000863    0.412318    6.106206
    0.039216    0.236842   -1.313479   -1.092512    0.000000       -2.167009        1.000000    0.201138    0.002707    0.412318    6.106206
    0.049020    0.294194   -1.247607   -1.108979    0.000000       -2.188512        1.000000    0.311796    0.006548    0.412318    6.106206
    0.058824    0.350283   -1.180599   -1.130600    0.000000       -2.216497        1.000000    0.443552    0.013421    0.412318    6.106206
    0.068627    0.404828   -1.112121   -1.158265    0.000000       -2.251966        1.000000    0.595825    0.024524    0.412318    6.106206
    0.078431    0.457534   -1.041780   -1.192996    0.000000       -2.296049        1.000000    0.767923    0.041167    0.412318    6.106206
    0.088235    0.508080   -0.969122   -1.235849    0.000000       -2.349894        1.000000    0.959032    0.064726    0.412318    6.106206
    0.098039    0.556116   -0.893632   -1.287705    0.000000       -2.414422        1.000000    1.168211    0.096579    0.412318    6.106206
    0.107843    0.601257   -0.814759   -1.348841    0.000000       -2.489857        1.000000    1.394368    0.138028    0.412318    6.106206
    0.117647    0.643078   -0.731971   -1.418139    0.000000       -2.574855        1.000000    1.636257    0.190205    0.412318    6.106206
    0.127451    0.681116   -0.644876   -1.491784    0.000000       -2.665114        1.000000    1.892453    0.253960    0.412318    6.106206
    0.137255    0.714882   -0.553435   -1.561484    0.000000       -2.751504        1.000000    2.161349    0.329718    0.412318    6.106206
    0.147059    0.743893   -0.458283   -1.612789    0.000000       -2.818357        1.000000    2.441158    0.417338    0.412318    6.106206
    0.156863    0.767733   -0.361111   -1.625218    0.000000       -2.843747        1.000000    2.729935    0.515987    0.412318    6.106206
    0.166667    0.786146   -0.264918   -1.576705    0.000000       -2.804357        1.000000    3.025637    0.624109    0.412318    6.106206
    0.176471    0.799134   -0.173843   -1.453155    0.000000       -2.685649        1.000000    3.326224    0.739552    0.412318    6.106206
    0.186275    0.807019   -0.092369   -1.258312    0.000000       -2.492158        1.000000    3.629777    0.859878    0.412318    6.106206
    0.196078    0.810431   -0.024154   -1.015260    0.000000       -2.248811        1.000000    3.934614    0.982763    0.412318    6.106206
    0.205882    0.810212    0.028883   -0.756796    0.000000       -1.990526        1.000000    4.239368    1.106319    0.412318    6.106206
    0.215686    0.807278    0.066744   -0.512341    0.000000       -1.748314        1.000000    4.543019    1.229233    0.412318    6.106206
    0.225490    0.802502    0.090883   -0.300440    0.000000       -1.541401        1.000000    4.844873    1.350719    0.412318    6.106206
    0.235294    0.796641    0.103519   -0.128541    0.000000       -1.377091        1.000000    5.144523    1.470397    0.412318    6.106206
    0.245098    0.790310    0.107070    0.003527    0.000000       -1.254553        1.000000    5.441791    1.588148    0.412318    6.106206
    0.254902    0.783981    0.103811    0.099842    0.000000       -1.168832        1.000000    5.736679    1.704019    0.412318    6.106206
    0.264706    0.777999    0.095721    0.165855    0.000000       -1.113610        1.000000    6.029317    1.818146    0.412318    6.106206
    0.274510    0.772601    0.084448    0.207043    0.000000       -1.082673        1.000000    6.319924    1.930717    0.412318    6.106206
    0.284314    0.767937    0.071328    0.228342    0.000000       -1.070537        1.000000    6.608777    2.041943    0.412318    6.106206
    0.294118    0.764084    0.057420    0.234002    0.000000       -1.072598        1.000000    6.896181    2.152049    0.412318    6.106206
    0.303922    0.761065    0.043551    0.227620    0.000000       -1.085082        1.000000    7.182449    2.261256    0.412318    6.106206
    0.313725    0.758858    0.030347    0.212237    0.000000       -1.104925        1.000000    7.467887    2.369781    0.412318    6.106206
    0.323529    0.757410    0.018268    0.190431    0.000000       -1.129638        1.000000    7.752780    2.477828    0.412318    6.106206
    0.333333    0.756642    0.007631    0.164401    0.000000       -1.157189        1.000000    8.037384    2.585585    0.412318    6.106206
    0.343137    0.756463   -0.001369    0.136023    0.000000       -1.185917        1.000000    8.321922    2.693218    0.412318    6.106206
    0.352941    0.756772   -0.008640    0.106893    0.000000       -1.214460        1.000000    8.606575    2.800871    0.412318    6.106206
    0.362745    0.757463   -0.014179    0.078348    0.000000       -1.241715        1.000000    8.891488    2.908663    0.412318    6.106206
    0.372549    0.758436   -0.018055    0.051480    0.000000       -1.266807        1.000000    9.176768    3.016687    0.412318    6.106206
    0.382353    0.759594   -0.020394    0.027144    0.000000       -1.289075        1.000000    9.462482    3.125012    0.412318    6.106206
