           t           r         psi          cs          qs               p             sig           A           V          Q2           S
    0.000000    0.000000   -1.570796   -0.998542    0.000000       -1.997084        1.000000    0.000000    0.000000    0.004537    4.014454
    0.009804    0.039347   -1.531496   -0.998542    0.000000       -1.997084        1.000000    0.000000    0.000002    0.004537    4.014454
    0.019608    0.078634   -1.492196   -0.998543    0.000000       -1.997086        1.000000    0.019445    0.000030    0.004537    4.014454
    0.029412    0.117799   -1.452896   -0.998545    0.000000       -1.997088        1.000000    0.048576    0.000152    0.004537    4.014454
    0.039216    0.156782   -1.413596   -0.998547    0.000000       -1.997091        1.000000    0.087346    0.000478    0.004537    4.014454
    0.049020    0.195523   -1.374296   -0.998551    0.000000       -1.997096        1.000000    0.135697    0.001161    0.004537    4.014454
    0.058824    0.233962   -1.334995   -0.998555    0.000000       -1.997101        1.000000    0.193554    0.002394    0.004537    4.014454
    0.068627    0.272040   -1.295695   -0.998560    0.000000       -1.997108        1.000000    0.260826    0.004406    0.004537    4.014454
    0.078431    0.309697   -1.256394   -0.998566    0.000000       -1.997116        1.000000    0.337411    0.007458    0.004537    4.014454
    0.088235    0.346877   -1.217093   -0.998574    0.000000       -1.997126        1.000000    0.423190    0.011842    0.004537    4.014454
    0.098039    0.383521   -1.177791   -0.998583    0.000000       -1.997138        1.000000    0.518031    0.017873    0.004537    4.014454
    0.107843    0.419572   -1.138489   -0.998595    0.000000       -1.997152        1.000000    0.621787    0.025886    0.004537    4.014454
    0.117647    0.454975   -1.099187   -0.998608    0.000000       -1.997169        1.000000    0.734298    0.036230    0.004537    4.014454
    0.127451    0.489676   -1.059884   -0.998624    0.000000       -1.997189        1.000000    0.855390    0.049262    0.004537    4.014454
    0.137255    0.523620   -1.020581   -0.998644    0.000000       -1.997213        1.000000    0.984875    0.065344    0.004537    4.014454
    0.147059    0.556756   -0.981276   -0.998667    0.000000       -1.997241        1.000000    1.122556    0.084832    0.004537    4.014454
    0.156863    0.589032   -0.941971   -0.998695    0.000000       -1.997276        1.000000    1.268217    0.108075    0.004537    4.014454
    0.166667    0.620398   -0.902664   -0.998730    0.000000       -1.997317        1.000000    1.421635    0.135407    0.004537    4.014454
    0.176471    0.650805   -0.863356   -0.998772    0.000000       -1.997366        1.000000    1.582573    0.167142    0.004537    4.014454
    0.186275    0.680208   -0.824046   -0.998824    0.000000       -1.997427        1.000000    1.750781    0.203567    0.004537    4.014454
    0.196078    0.708559   -0.784733   -0.998887    0.000000       -1.997501        1.000000    1.926001    0.244940    0.004537    4.014454
    0.205882    0.735816   -0.745418   -0.998967    0.000000       -1.997592        1.000000    2.107960    0.291483    0.004537    4.014454
    0.215686    0.761936   -0.706100   -0.999068    0.000000       -1.997706        1.000000    2.296379    0.343376    0.004537    4.014454
    0.225490    0.786879   -0.666777   -0.999195    0.000000       -1.997849        1.000000    2.490966    0.400758    0.004537    4.014454
    0.235294    0.810605   -0.627448   -0.999360    0.000000       -1.998032        1.000000    2.691421    0.463720    0.004537    4.014454
    0.245098    0.833079   -0.588111   -0.999576    0.000000       -1.998269        1.000000    2.897433    0.532303    0.004537    4.014454
    0.254902    0.854264   -0.548765   -0.999862    0.000000       -1.998580        1.000000    3.108683    0.606497    0.004537    4.014454
    0.264706    0.874128   -0.509406   -1.000249    0.000000       -1.998998        1.000000    3.324846    0.686239    0.004537    4.014454
    0.274510    0.892640   -0.470029   -1.000784    0.000000       -1.999569        1.000000    3.545587    0.771413    0.004537    4.014454
    0.284314    0.909770   -0.430627   -1.001542    0.000000       -2.000371        1.000000    3.770564    0.861848    0.004537    4.014454
    0.294118    0.925490   -0.391188   -1.002650    0.000000       -2.001533        1.000000    3.999428    0.957321    0.004537    4.014454
    0.303922    0.939774   -0.351696   -1.004326    0.000000       -2.003278        1.000000    4.231824    1.057558    0.004537    4.014454
    0.313725    0.952598   -0.312120   -1.006979    0.000000       -2.006020        1.000000    4.467392    1.162237    0.004537    4.014454
    0.323529    0.963938   -0.272409   -1.011415    0.000000       -2.010572        1.000000    4.705764    1.270987    0.004537    4.014454
    0.333333    0.973768   -0.232462   -1.019377    0.000000       -2.018694        1.000000    4.946567    1.383395    0.004537    4.014454
    0.343137    0.982061   -0.192071   -1.035045    0.000000       -2.034587        1.000000    5.189421    1.499009    0.004537    4.014454
    0.352941    0.988778   -0.150747   -1.069794    0.000000       -2.069673        1.000000    5.433935    1.617337    0.004537    4.014454
    0.362745    0.993851   -0.107187   -1.157953    0.000000       -2.158366        1.000000    5.679704    1.737856    0.004537    4.014454
    0.372549    0.997123   -0.057954   -1.360969    0.000000       -2.362171        1.000000    5.926283    1.859990    0.004537    4.014454
    0.382353    0.998348   -0.006457   -1.003874    0.000000       -2.005508        1.000000    6.173164    1.983045    0.004537    4.014454
    0.392157    0.998124    0.011252   -0.029265    0.000000       -1.031082        1.000000    6.419990    2.106264    0.004537    4.014454
    0.401961    0.997741    0.006979    0.166778    0.000000       -0.835462        1.000000    6.666721    2.229388    0.004537    4.014454
    0.411765    0.997589    0.001140    0.115043    0.000000       -0.887373        1.000000    6.913414    2.352451    0.004537    4.014454
    0.421569    0.997611   -0.001716    0.032089    0.000000       -0.970305        1.000000    7.160113    2.475500    0.004537    4.014454
    0.431373    0.997687   -0.001820   -0.019307    0.000000       -1.021624        1.000000    7.406831    2.598564    0.004537    4.014454
    0.441176    0.997739   -0.000775   -0.027777    0.000000       -1.030042        1.000000    7.653562    2.721645    0.004537    4.014454
